x-axis,3,4,MATH
second,Volt,Volt,Volt
-23.6000E-06,+11.0351562500E+00,+9.6679687500E+00,-1.3671875000E+00
-23.4000E-06,+10.9375000000E+00,+9.6679687500E+00,-1.2695312500E+00
-23.2000E-06,+11.1328125000E+00,+9.8632812500E+00,-1.2695312500E+00
-23.0000E-06,+11.1328125000E+00,+10.0585937500E+00,-1.0742187500E+00
-22.8000E-06,+11.1328125000E+00,+9.9609375000E+00,-1.1718750000E+00
-22.6000E-06,+11.4257812500E+00,+10.4492187500E+00,-976.5625000E-03
-22.4000E-06,+11.3281250000E+00,+10.1562500000E+00,-1.1718750000E+00
-22.2000E-06,+11.4257812500E+00,+10.3515625000E+00,-1.0742187500E+00
-22.0000E-06,+11.5234375000E+00,+10.5468750000E+00,-976.5625000E-03
-21.8000E-06,+11.6210937500E+00,+10.5468750000E+00,-1.0742187500E+00
-21.6000E-06,+11.7187500000E+00,+10.6445312500E+00,-1.0742187500E+00
-21.4000E-06,+11.7187500000E+00,+10.5468750000E+00,-1.1718750000E+00
-21.2000E-06,+11.9140625000E+00,+10.7421875000E+00,-1.1718750000E+00
-21.0000E-06,+11.9140625000E+00,+10.7421875000E+00,-1.1718750000E+00
-20.8000E-06,+12.0117187500E+00,+11.0351562500E+00,-976.5625000E-03
-20.6000E-06,+12.1093750000E+00,+11.1328125000E+00,-976.5625000E-03
-20.4000E-06,+12.1093750000E+00,+11.1328125000E+00,-976.5625000E-03
-20.2000E-06,+12.3046875000E+00,+11.3281250000E+00,-976.5625000E-03
-20.0000E-06,+12.5976562500E+00,+11.4257812500E+00,-1.1718750000E+00
-19.8000E-06,+12.5976562500E+00,+11.4257812500E+00,-1.1718750000E+00
-19.6000E-06,+12.6953125000E+00,+11.6210937500E+00,-1.0742187500E+00
-19.4000E-06,+12.7929687500E+00,+11.7187500000E+00,-1.0742187500E+00
-19.2000E-06,+12.9882812500E+00,+11.8164062500E+00,-1.1718750000E+00
-19.0000E-06,+12.7929687500E+00,+11.9140625000E+00,-878.9062500E-03
-18.8000E-06,+12.9882812500E+00,+12.0117187500E+00,-976.5625000E-03
-18.6000E-06,+13.0859375000E+00,+12.1093750000E+00,-976.5625000E-03
-18.4000E-06,+13.2812500000E+00,+12.2070312500E+00,-1.0742187500E+00
-18.2000E-06,+13.2812500000E+00,+12.4023437500E+00,-878.9062500E-03
-18.0000E-06,+13.3789062500E+00,+12.3046875000E+00,-1.0742187500E+00
-17.8000E-06,+13.4765625000E+00,+12.4023437500E+00,-1.0742187500E+00
-17.6000E-06,+13.5742187500E+00,+12.5000000000E+00,-1.0742187500E+00
-17.4000E-06,+13.4765625000E+00,+12.6953125000E+00,-781.2500000E-03
-17.2000E-06,+13.5742187500E+00,+12.6953125000E+00,-878.9062500E-03
-17.0000E-06,+13.7695312500E+00,+12.7929687500E+00,-976.5625000E-03
-16.8000E-06,+13.8671875000E+00,+12.9882812500E+00,-878.9062500E-03
-16.6000E-06,+13.8671875000E+00,+12.9882812500E+00,-878.9062500E-03
-16.4000E-06,+13.9648437500E+00,+13.0859375000E+00,-878.9062500E-03
